DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region Description, Total Discharges , Average Covered Charges , Average Total Payments ,Average Medicare Payments
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,330195,LONG ISLAND JEWISH MEDICAL CENTER,270 - 05 76TH AVENUE,NEW HYDE PARK,NY,11040,NY - East Long Island,37,"$160,939.70 ","$62,492.32 ","$60,529.24 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,330196,CONEY ISLAND HOSPITAL,2601 OCEAN PARKWAY,BROOKLYN,NY,11235,NY - Manhattan,43,"$66,430.25 ","$73,011.20 ","$71,300.18 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,330198,SOUTH NASSAU COMMUNITIES HOSPITAL,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NY - East Long Island,58,"$120,709.22 ","$40,412.06 ","$38,004.29 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,330201,KINGSBROOK JEWISH MEDICAL CENTER,585 SCHENECTADY AVENUE,BROOKLYN,NY,11203,NY - Manhattan,54,"$121,501.77 ","$49,920.57 ","$48,356.24 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,330202,KINGS COUNTY HOSPITAL CENTER,451 CLARKSON AVENUE,BROOKLYN,NY,11203,NY - Manhattan,12,"$45,545.25 ","$62,659.16 ","$62,001.50 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,330203,CROUSE HOSPITAL,736 IRVING AVENUE,SYRACUSE,NY,13210,NY - Syracuse,13,"$60,088.23 ","$38,497.15 ","$37,720.84 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,330208,ST JOHN'S RIVERSIDE HOSPITAL,976 NORTH BROADWAY,YONKERS,NY,10701,NY - White Plains,23,"$83,553.47 ","$47,835.86 ","$47,272.65 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,330214,NYU HOSPITALS CENTER,550 FIRST AVENUE,NEW YORK,NY,10016,NY - Manhattan,44,"$195,905.54 ","$57,527.00 ","$54,452.27 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,330219,ERIE COUNTY MEDICAL CENTER,462 GRIDER STREET,BUFFALO,NY,14215,NY - Buffalo,24,"$82,253.16 ","$51,306.62 ","$48,603.54 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,330221,WYCKOFF HEIGHTS MEDICAL CENTER,374 STOCKHOLM STREET,BROOKLYN,NY,11237,NY - Manhattan,41,"$91,984.51 ","$62,041.73 ","$60,876.31 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,330226,UNITY HOSPITAL OF ROCHESTER,1555 LONG POND ROAD,ROCHESTER,NY,14626,NY - Rochester,25,"$51,206.84 ","$35,407.96 ","$30,030.00 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,330233,BROOKDALE HOSPITAL MEDICAL CENTER,LINDEN BOULEVARD AT BROOKDALE PLAZA,BROOKLYN,NY,11212,NY - Manhattan,26,"$109,070.92 ","$67,636.92 ","$65,371.73 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,330234,WESTCHESTER MEDICAL CENTER,100 WOODS RD,VALHALLA,NY,10595,NY - White Plains,15,"$517,381.33 ","$140,255.26 ","$133,177.26 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,330236,NEW YORK METHODIST HOSPITAL,506 SIXTH STREET,BROOKLYN,NY,11215,NY - Manhattan,56,"$93,289.23 ","$59,990.58 ","$56,308.53 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,330241,UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER,750 EAST ADAMS STREET,SYRACUSE,NY,13210,NY - Syracuse,32,"$134,540.28 ","$60,979.71 ","$59,341.81 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,330245,ST ELIZABETH MEDICAL CENTER,2209 GENESEE STREET,UTICA,NY,13501,NY - Elmira,13,"$47,940.23 ","$31,061.46 ","$29,597.15 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,330250,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR,75 BEEKMAN STREET,PLATTSBURGH,NY,12901,VT - Burlington,19,"$67,978.57 ","$46,189.84 ","$45,196.89 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,330259,MERCY MEDICAL CENTER,1000 NORTH VILLAGE AVENUE,ROCKVILLE CENTR,NY,11570,NY - East Long Island,35,"$120,457.54 ","$39,935.22 ","$38,875.22 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,330264,ST LUKE'S CORNWALL HOSPITAL,70 DUBOIS STREET,NEWBURGH,NY,12550,NY - White Plains,30,"$98,219.40 ","$35,317.80 ","$34,479.30 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,330267,HUDSON VALLEY HOSPITAL CENTER,1980 CROMPOND ROAD,CORTLANDT MANOR,NY,10567,NY - White Plains,28,"$101,884.96 ","$34,011.17 ","$33,139.03 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,330279,MERCY HOSPITAL,565 ABBOTT ROAD,BUFFALO,NY,14220,NY - Buffalo,24,"$67,423.54 ","$32,781.29 ","$32,127.62 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,330285,STRONG MEMORIAL HOSPITAL,601 ELMWOOD AVE,ROCHESTER,NY,14642,NY - Rochester,33,"$110,369.06 ","$57,150.39 ","$48,450.93 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,330286,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,1000 MONTAUK HIGHWAY,WEST ISLIP,NY,11795,NY - East Long Island,29,"$195,519.55 ","$44,602.68 ","$41,700.82 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,330304,WHITE PLAINS HOSPITAL CENTER,41 EAST POST R0AD,WHITE PLAINS,NY,10601,NY - White Plains,23,"$88,508.95 ","$37,987.21 ","$36,631.39 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,330306,LUTHERAN MEDICAL CENTER,150 55TH STREET,BROOKLYN,NY,11220,NY - Manhattan,37,"$80,829.89 ","$64,970.62 ","$64,240.70 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,330316,NEW YORK WESTCHESTER SQUARE MEDICAL CENTER,2475 ST RAYMOND AVENUE,BRONX,NY,10461,NY - Bronx,24,"$75,369.20 ","$42,842.16 ","$41,209.33 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NY - East Long Island,36,"$129,814.86 ","$42,305.16 ","$40,538.02 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,330332,ST JOSEPH HOSPITAL,4295 HEMPSTEAD TURNPIKE,BETHPAGE,NY,11714,NY - East Long Island,17,"$74,537.47 ","$34,116.52 ","$32,843.47 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,330350,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),445 LENOX ROAD,BROOKLYN,NY,11203,NY - Manhattan,13,"$95,854.84 ","$71,457.30 ","$70,178.15 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,330353,FOREST HILLS HOSPITAL,102 - 01 66TH ROAD,FOREST HILLS,NY,11375,NY - East Long Island,21,"$123,812.23 ","$48,886.04 ","$47,316.19 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,330372,FRANKLIN HOSPITAL,900 FRANKLIN AVENUE,VALLEY STREAM,NY,11580,NY - East Long Island,19,"$96,575.52 ","$42,390.21 ","$37,262.63 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,330386,CATSKILL REGIONAL MEDICAL CENTER,68 HARRIS BUSHVILLE ROAD,HARRIS,NY,12742,NY - Albany,12,"$56,806.00 ","$30,012.58 ","$29,069.25 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,330393,UNIVERSITY HOSPITAL ( STONY BROOK ),HEALTH SCIENCES CENTER SUNY,STONY BROOK,NY,11794,NY - East Long Island,21,"$247,735.14 ","$87,248.90 ","$66,912.61 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,330394,"UNITED HEALTH SERVICES HOSPITALS, INC",33-57 HARRISON STREET,JOHNSON CITY,NY,13790,NY - Binghamton,22,"$72,918.95 ","$38,031.27 ","$37,096.63 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,330395,ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,327 BEACH 19TH STREET,FAR ROCKAWAY,NY,11691,NY - East Long Island,30,"$129,072.90 ","$76,879.93 ","$75,222.23 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,330397,INTERFAITH MEDICAL CENTER,1545 ATLANTIC AVENUE,BROOKLYN,NY,11213,NY - Manhattan,18,"$121,017.94 ","$67,387.44 ","$65,190.88 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,330399,ST BARNABAS HOSPITAL,4422 THIRD AVENUE,BRONX,NY,10457,NY - Bronx,13,"$121,785.61 ","$74,976.53 ","$73,573.84 "
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,330401,ST CATHERINE OF SIENA HOSPITAL,50 ROUTE 25A,SMITHTOWN,NY,11787,NY - East Long Island,22,"$155,892.59 ","$37,972.72 ","$31,423.59 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330002,PENINSULA HOSPITAL CENTER,51-15 BEACH CHANNEL DRIVE,FAR ROCKAWAY,NY,11691,NY - East Long Island,54,"$77,326.07 ","$55,772.96 ","$53,491.42 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330004,KINGSTON HOSPITAL,396 BROADWAY,KINGSTON,NY,12401,NY - Albany,20,"$76,868.25 ","$40,825.40 ","$39,827.15 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330005,KALEIDA HEALTH,"726 EXCHANGE STREET, SUITE 522",BUFFALO,NY,14210,NY - Buffalo,40,"$109,293.35 ","$48,211.15 ","$46,210.32 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330006,ST JOSEPH'S MEDICAL CENTER,127 SOUTH BROADWAY,YONKERS,NY,10701,NY - White Plains,22,"$46,686.13 ","$49,470.54 ","$46,800.45 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330009,BRONX-LEBANON HOSPITAL CENTER,1276 FULTON AVENUE,BRONX,NY,10456,NY - Bronx,69,"$37,729.89 ","$73,444.21 ","$71,726.97 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330011,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",169 RIVERSIDE DRIVE,BINGHAMTON,NY,13905,NY - Binghamton,15,"$55,962.80 ","$31,324.00 ","$30,554.73 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330013,ALBANY MEDICAL CENTER HOSPITAL,43 NEW SCOTLAND AVENUE,ALBANY,NY,12208,NY - Albany,21,"$155,046.23 ","$48,685.00 ","$44,043.90 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330014,JAMAICA HOSPITAL MEDICAL CENTER,89TH AVENUE AND VAN WYCK EXPRESSWAY,JAMAICA,NY,11418,NY - East Long Island,25,"$63,157.56 ","$68,356.60 ","$67,761.76 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330019,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",2525 KINGS HIGHWAY,BROOKLYN,NY,11229,NY - Manhattan,20,"$50,732.15 ","$55,564.00 ","$53,943.95 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330023,VASSAR BROTHERS MEDICAL CENTER,45 READE PLACE,POUGHKEEPSIE,NY,12601,NY - Albany,40,"$144,982.57 ","$41,084.62 ","$39,821.07 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,NY - Manhattan,66,"$102,814.16 ","$66,105.78 ","$61,983.69 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,EAST MEADOW,NY,11554,NY - East Long Island,29,"$70,165.00 ","$61,713.13 ","$60,814.68 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330028,RICHMOND UNIVERSITY MEDICAL CENTER,355 BARD AVENUE,STATEN ISLAND,NY,10304,NY - Manhattan,57,"$103,131.70 ","$55,218.29 ","$53,823.61 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330030,NEWARK-WAYNE COMMUNITY HOSPITAL,111 DRIVING PARK AVENUE,NEWARK,NY,14513,NY - Rochester,12,"$91,500.50 ","$34,950.25 ","$29,889.08 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330044,FAXTON-ST LUKE'S HEALTHCARE,1656 CHAMPLIN AVENUE,UTICA,NY,13503,NY - Elmira,14,"$120,736.85 ","$40,706.64 ","$39,826.42 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330045,HUNTINGTON HOSPITAL,270 PARK AVENUE,HUNTINGTON,NY,11743,NY - East Long Island,15,"$104,802.06 ","$38,249.46 ","$36,822.53 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330046,ST LUKE'S ROOSEVELT HOSPITAL,1111 AMSTERDAM AVENUE,NEW YORK,NY,10025,NY - Manhattan,31,"$167,868.41 ","$67,920.67 ","$66,452.41 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330055,NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS,56-45 MAIN STREET,FLUSHING,NY,11355,NY - East Long Island,144,"$81,610.95 ","$50,641.08 ","$48,537.94 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330056,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,121 DEKALB AVENUE,BROOKLYN,NY,11201,NY - Manhattan,29,"$74,254.86 ","$68,688.37 ","$67,789.65 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330059,MONTEFIORE MEDICAL CENTER,111 EAST 210TH STREET,BRONX,NY,10467,NY - Bronx,254,"$177,964.18 ","$66,781.33 ","$65,314.70 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330064,NEW YORK DOWNTOWN HOSPITAL,170 WILLIAM STREET,NEW YORK,NY,10038,NY - Manhattan,13,"$112,322.30 ","$71,836.76 ","$70,859.61 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330078,SISTERS OF CHARITY HOSPITAL,2157 MAIN STREET,BUFFALO,NY,14214,NY - Buffalo,14,"$116,427.78 ","$43,674.64 ","$42,874.64 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330080,LINCOLN MEDICAL & MENTAL HEALTH CENTER,234 EAST 149TH STREET,BRONX,NY,10451,NY - Bronx,22,"$50,028.77 ","$84,833.95 ","$84,020.86 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330101,NEW YORK-PRESBYTERIAN HOSPITAL,525 EAST 68TH STREET,NEW YORK,NY,10021,NY - Manhattan,94,"$218,899.91 ","$74,636.75 ","$73,179.35 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330104,NYACK HOSPITAL,160 NORTH MIDLAND AVENUE,NYACK,NY,10960,NJ - Hackensack,34,"$178,060.00 ","$46,015.55 ","$43,323.02 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NY - East Long Island,46,"$168,268.95 ","$52,154.50 ","$48,918.97 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330107,PECONIC BAY MEDICAL CENTER,1300 ROANOKE AVENUE,RIVERHEAD,NY,11901,NY - East Long Island,11,"$188,542.81 ","$44,442.18 ","$43,755.54 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330119,LENOX HILL HOSPITAL,100 EAST 77TH STREET,NEW YORK,NY,10021,NY - Manhattan,26,"$299,483.19 ","$59,668.53 ","$55,978.96 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330125,ROCHESTER GENERAL HOSPITAL,1425 PORTLAND AVENUE,ROCHESTER,NY,14621,NY - Rochester,16,"$67,572.31 ","$39,669.06 ","$36,144.56 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330126,ORANGE REGIONAL MEDICAL CENTER,707 EAST MAIN STREET,MIDDLETOWN,NY,10940,NY - White Plains,19,"$171,329.36 ","$43,198.63 ","$41,863.15 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330127,JACOBI MEDICAL CENTER,1400 PELHAM PARKWAY SOUTH,BRONX,NY,10461,NY - Bronx,42,"$59,994.78 ","$76,744.09 ","$75,510.69 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330128,ELMHURST HOSPITAL CENTER,79-01 BROADWAY,ELMHURST,NY,11373,NY - East Long Island,25,"$56,839.16 ","$72,302.88 ","$71,599.96 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330140,ST JOSEPH'S HOSPITAL HEALTH CENTER,301 PROSPECT AVENUE,SYRACUSE,NY,13203,NY - Syracuse,16,"$131,351.06 ","$50,614.87 ","$49,703.00 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330141,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,101 HOSPITAL ROAD,PATCHOGUE,NY,11772,NY - East Long Island,75,"$162,306.52 ","$39,213.93 ","$36,452.37 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330152,LONG ISLAND COLLEGE HOSPITAL,339 HICKS STREET,BROOKLYN,NY,11201,NY - Manhattan,20,"$182,290.35 ","$76,337.60 ","$73,959.80 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330158,GOOD SAMARITAN HOSPITAL OF SUFFERN,255 LAFAYETTE AVENUE,SUFFERN,NY,10901,NJ - Ridgewood,69,"$142,106.42 ","$42,606.37 ","$40,344.62 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330160,STATEN ISLAND UNIVERSITY HOSPITAL,475 SEAVIEW AVENUE,STATEN ISLAND,NY,10305,NY - Manhattan,63,"$87,719.63 ","$50,457.33 ","$48,838.57 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330169,BETH ISRAEL MEDICAL CENTER,FIRST AVENUE AT 16TH STREET,NEW YORK,NY,10003,NY - Manhattan,51,"$132,392.62 ","$64,114.88 ","$62,506.37 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330181,GLEN COVE HOSPITAL,101 ST ANDREWS LANE,GLEN COVE,NY,11542,NY - East Long Island,12,"$83,213.83 ","$42,500.91 ","$35,065.00 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330182,"ST FRANCIS HOSPITAL, ROSLYN",100 PORT WASHINGTON BOULEVARD,ROSLYN,NY,11576,NY - East Long Island,22,"$154,803.63 ","$42,255.27 ","$36,525.13 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330184,SOUND SHORE MEDICAL CENTER OF WESTSCHESTER,16 GUION PLACE,NEW ROCHELLE,NY,10802,NY - Bronx,34,"$107,135.94 ","$57,875.88 ","$55,239.41 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330185,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,75 NORTH COUNTRY ROAD,PORT JEFFERSON,NY,11777,NY - East Long Island,17,"$142,507.11 ","$40,605.41 ","$35,050.29 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330193,FLUSHING HOSPITAL MEDICAL CENTER,45TH AVENUE AND PARSONS BOULEVARD,FLUSHING,NY,11355,NY - East Long Island,72,"$68,023.40 ","$59,608.63 ","$58,087.75 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330194,MAIMONIDES MEDICAL CENTER,4802 TENTH AVENUE,BROOKLYN,NY,11219,NY - Manhattan,142,"$247,117.91 ","$87,363.05 ","$84,807.96 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330195,LONG ISLAND JEWISH MEDICAL CENTER,270 - 05 76TH AVENUE,NEW HYDE PARK,NY,11040,NY - East Long Island,21,"$199,062.19 ","$67,394.85 ","$65,361.71 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330196,CONEY ISLAND HOSPITAL,2601 OCEAN PARKWAY,BROOKLYN,NY,11235,NY - Manhattan,90,"$62,784.10 ","$72,464.91 ","$71,465.72 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330198,SOUTH NASSAU COMMUNITIES HOSPITAL,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NY - East Long Island,57,"$154,168.03 ","$42,853.29 ","$41,072.40 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330201,KINGSBROOK JEWISH MEDICAL CENTER,585 SCHENECTADY AVENUE,BROOKLYN,NY,11203,NY - Manhattan,59,"$135,872.96 ","$56,366.76 ","$54,770.50 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330202,KINGS COUNTY HOSPITAL CENTER,451 CLARKSON AVENUE,BROOKLYN,NY,11203,NY - Manhattan,19,"$67,938.89 ","$76,934.89 ","$76,057.78 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330208,ST JOHN'S RIVERSIDE HOSPITAL,976 NORTH BROADWAY,YONKERS,NY,10701,NY - White Plains,25,"$86,253.68 ","$49,405.08 ","$46,943.20 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330214,NYU HOSPITALS CENTER,550 FIRST AVENUE,NEW YORK,NY,10016,NY - Manhattan,28,"$259,989.32 ","$69,484.14 ","$66,812.53 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330219,ERIE COUNTY MEDICAL CENTER,462 GRIDER STREET,BUFFALO,NY,14215,NY - Buffalo,16,"$82,713.75 ","$51,494.18 ","$49,344.31 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330221,WYCKOFF HEIGHTS MEDICAL CENTER,374 STOCKHOLM STREET,BROOKLYN,NY,11237,NY - Manhattan,22,"$100,218.40 ","$65,742.04 ","$64,820.22 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330226,UNITY HOSPITAL OF ROCHESTER,1555 LONG POND ROAD,ROCHESTER,NY,14626,NY - Rochester,11,"$81,250.63 ","$41,104.54 ","$40,184.27 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330231,QUEENS HOSPITAL CENTER,82-68 164TH STREET,JAMAICA,NY,11432,NY - East Long Island,26,"$46,070.42 ","$67,337.34 ","$66,737.96 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330233,BROOKDALE HOSPITAL MEDICAL CENTER,LINDEN BOULEVARD AT BROOKDALE PLAZA,BROOKLYN,NY,11212,NY - Manhattan,68,"$91,958.47 ","$66,120.33 ","$64,542.69 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330234,WESTCHESTER MEDICAL CENTER,100 WOODS RD,VALHALLA,NY,10595,NY - White Plains,11,"$398,532.90 ","$119,028.90 ","$107,456.18 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330236,NEW YORK METHODIST HOSPITAL,506 SIXTH STREET,BROOKLYN,NY,11215,NY - Manhattan,57,"$80,240.82 ","$59,852.92 ","$57,656.01 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330241,UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER,750 EAST ADAMS STREET,SYRACUSE,NY,13210,NY - Syracuse,17,"$113,657.70 ","$55,178.05 ","$52,592.82 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330259,MERCY MEDICAL CENTER,1000 NORTH VILLAGE AVENUE,ROCKVILLE CENTR,NY,11570,NY - East Long Island,53,"$125,340.22 ","$43,142.15 ","$41,684.54 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330264,ST LUKE'S CORNWALL HOSPITAL,70 DUBOIS STREET,NEWBURGH,NY,12550,NY - White Plains,28,"$148,679.21 ","$41,998.67 ","$40,697.10 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330267,HUDSON VALLEY HOSPITAL CENTER,1980 CROMPOND ROAD,CORTLANDT MANOR,NY,10567,NY - White Plains,19,"$198,496.94 ","$43,802.26 ","$42,466.89 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330279,MERCY HOSPITAL,565 ABBOTT ROAD,BUFFALO,NY,14220,NY - Buffalo,13,"$105,888.84 ","$40,213.30 ","$39,154.07 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330285,STRONG MEMORIAL HOSPITAL,601 ELMWOOD AVE,ROCHESTER,NY,14642,NY - Rochester,25,"$97,847.40 ","$50,251.20 ","$47,821.36 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330286,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,1000 MONTAUK HIGHWAY,WEST ISLIP,NY,11795,NY - East Long Island,26,"$186,256.69 ","$43,715.96 ","$38,010.42 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330304,WHITE PLAINS HOSPITAL CENTER,41 EAST POST R0AD,WHITE PLAINS,NY,10601,NY - White Plains,15,"$120,993.00 ","$43,525.46 ","$41,277.46 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330306,LUTHERAN MEDICAL CENTER,150 55TH STREET,BROOKLYN,NY,11220,NY - Manhattan,55,"$72,242.70 ","$66,225.36 ","$64,887.70 "
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NY - East Long Island,15,"$115,837.20 ","$45,941.40 ","$40,611.86 "
